ticket_id,ticket_date,channel,product,issue_type,sentiment,priority,resolution_status,resolution_time_hours,customer_satisfaction
TKT501735,2026-04-02,Email,Payments,Card Issue,Neutral,High,Pending,51.3,4.2
TKT503967,2026-04-02,Chat,Cards,Refund Delay,Neutral,Medium,Resolved,16.6,3.4
TKT500326,2026-04-02,Email,Cards,App Bug,Negative,High,Escalated,62.7,2.6
TKT507008,2026-04-02,Social,Cards,Payment Failed,Negative,High,Pending,30.8,2.7
TKT508141,2026-04-02,Email,Loans,App Bug,Negative,High,Pending,52.1,2.2
TKT510751,2026-04-02,Social,Payments,Refund Delay,Negative,High,Pending,38.2,3.1
TKT508358,2026-04-02,Chat,Mobile App,Payment Failed,Neutral,High,Resolved,28.9,3.8
TKT508749,2026-04-02,Email,Mobile App,Login Issue,Positive,Low,Pending,43.9,4.2
TKT503701,2026-04-02,Chat,Payments,App Bug,Neutral,Medium,Resolved,28.1,3.4
TKT505675,2026-04-02,Chat,Payments,Loan Query,Positive,High,Pending,30.6,2.7
TKT503188,2026-04-02,Chat,Mobile App,Card Issue,Negative,High,Resolved,22.9,2.6
TKT510853,2026-04-02,Chat,Account,Payment Failed,Negative,High,Resolved,27.2,2.4
TKT501940,2026-04-02,Email,Mobile App,Login Issue,Negative,Medium,Pending,47.7,2.2
TKT500683,2026-04-02,Email,Mobile App,Login Issue,Positive,Low,Pending,36.5,3.7
TKT501629,2026-04-02,Chat,Loans,Account Access,Negative,High,Resolved,26.1,2.6
TKT504288,2026-04-02,Chat,Account,Account Access,Negative,Medium,Resolved,27.9,3.9
TKT510050,2026-04-02,Chat,Loans,Login Issue,Positive,Medium,Resolved,16.8,3.9
TKT506435,2026-04-02,Email,Mobile App,Refund Delay,Neutral,Low,Pending,32.4,5.0
TKT505330,2026-04-02,Phone,Mobile App,Payment Failed,Neutral,Low,Pending,33.0,3.2
TKT508617,2026-04-03,Chat,Loans,Refund Delay,Neutral,Medium,Resolved,27.6,3.7
TKT510388,2026-04-03,Phone,Account,Login Issue,Neutral,Medium,Resolved,20.8,3.2
TKT503866,2026-04-03,Phone,Mobile App,Refund Delay,Negative,High,Pending,44.0,2.4
TKT507059,2026-04-03,Social,Account,Card Issue,Positive,Low,Resolved,21.8,3.0
TKT502723,2026-04-03,Chat,Mobile App,Account Access,Neutral,Medium,Resolved,26.0,4.3
TKT507546,2026-04-03,Email,Mobile App,Login Issue,Negative,High,Pending,38.1,3.1
TKT508984,2026-04-03,Email,Loans,Card Issue,Negative,High,Escalated,75.5,1.2
TKT500915,2026-04-03,Social,Cards,App Bug,Neutral,Medium,Resolved,22.3,4.5
TKT505881,2026-04-03,Email,Payments,Payment Failed,Negative,High,Pending,46.0,1.1
TKT508956,2026-04-03,Chat,Mobile App,Login Issue,Negative,High,Resolved,21.2,2.0
TKT505622,2026-04-03,Email,Mobile App,Account Access,Neutral,Medium,Pending,43.0,3.5
TKT501813,2026-04-03,Chat,Payments,Payment Failed,Negative,Low,Pending,32.8,2.8
TKT500224,2026-04-03,Chat,Payments,Payment Failed,Negative,High,Pending,33.6,2.8
TKT511921,2026-04-03,Chat,Payments,Account Access,Positive,Medium,Resolved,27.9,3.2
TKT511920,2026-04-03,Phone,Loans,Payment Failed,Negative,High,Resolved,27.0,2.7
TKT501308,2026-04-03,Email,Cards,Payment Failed,Neutral,Medium,Pending,40.7,3.7
TKT506847,2026-04-03,Email,Payments,Login Issue,Positive,High,Pending,45.4,3.9
TKT500198,2026-04-03,Email,Account,Card Issue,Neutral,Medium,Pending,32.4,3.9
TKT511504,2026-04-03,Chat,Account,Account Access,Neutral,Critical,Resolved,25.9,3.5
TKT509579,2026-04-04,Chat,Mobile App,Login Issue,Positive,Medium,Resolved,26.1,3.9
TKT505524,2026-04-04,Social,Account,Card Issue,Neutral,Medium,Pending,47.8,3.5
TKT502883,2026-04-04,Email,Account,Payment Failed,Neutral,Medium,Pending,35.8,3.2
TKT505953,2026-04-04,Phone,Payments,Account Access,Positive,Medium,Pending,37.9,4.4
TKT508033,2026-04-04,Social,Mobile App,Loan Query,Neutral,High,Resolved,29.8,4.9
TKT501994,2026-04-04,Phone,Mobile App,Account Access,Negative,High,Pending,39.3,1.8
TKT505160,2026-04-04,Email,Cards,Card Issue,Negative,Low,Escalated,62.0,1.0
TKT505193,2026-04-04,Chat,Payments,Loan Query,Positive,High,Pending,34.5,4.2
TKT505576,2026-04-04,Social,Mobile App,App Bug,Neutral,Low,Pending,40.7,3.4
TKT507651,2026-04-04,Phone,Mobile App,Card Issue,Neutral,Low,Resolved,21.4,3.8
TKT501463,2026-04-04,Phone,Mobile App,Login Issue,Neutral,Low,Pending,30.0,3.2
TKT511087,2026-04-04,Email,Payments,Account Access,Positive,Medium,Pending,42.4,3.2
TKT511329,2026-04-04,Phone,Mobile App,Payment Failed,Negative,Critical,Pending,33.4,3.3
TKT506462,2026-04-04,Chat,Account,Refund Delay,Negative,High,Resolved,23.9,2.2
TKT507269,2026-04-04,Email,Account,Login Issue,Negative,Medium,Pending,34.7,3.5
TKT509333,2026-04-04,Email,Mobile App,Refund Delay,Neutral,Medium,Pending,36.4,3.6
TKT502544,2026-04-04,Email,Account,Payment Failed,Neutral,Low,Pending,34.9,4.3
TKT511811,2026-04-04,Chat,Loans,Refund Delay,Positive,High,Resolved,29.0,3.4
TKT507375,2026-04-04,Phone,Payments,App Bug,Negative,Low,Pending,41.6,1.7
TKT501653,2026-04-04,Email,Payments,Refund Delay,Positive,Low,Pending,51.3,3.7
TKT502310,2026-04-05,Chat,Cards,Refund Delay,Neutral,Medium,Resolved,26.5,4.2
TKT501803,2026-04-05,Phone,Mobile App,App Bug,Neutral,Medium,Pending,41.1,3.3
TKT501316,2026-04-05,Chat,Loans,Login Issue,Negative,High,Pending,35.2,2.9
TKT502103,2026-04-05,Email,Payments,Refund Delay,Negative,Low,Pending,54.9,2.2
TKT511206,2026-04-05,Chat,Account,Card Issue,Negative,High,Resolved,24.9,2.2
TKT510235,2026-04-05,Email,Payments,Login Issue,Neutral,Low,Pending,52.5,3.3
TKT505543,2026-04-05,Phone,Cards,Login Issue,Positive,Low,Resolved,22.0,4.0
TKT509946,2026-04-05,Phone,Mobile App,Login Issue,Negative,High,Pending,31.5,1.7
TKT502893,2026-04-05,Chat,Loans,Account Access,Positive,High,Resolved,28.8,4.2
TKT509412,2026-04-05,Social,Payments,Loan Query,Positive,High,Pending,35.4,4.0
TKT502856,2026-04-05,Phone,Cards,Refund Delay,Negative,High,Pending,33.7,1.9
TKT509531,2026-04-05,Email,Cards,Loan Query,Positive,Low,Escalated,62.0,2.7
TKT510319,2026-04-05,Email,Payments,Payment Failed,Negative,High,Pending,41.0,2.5
TKT508373,2026-04-05,Email,Cards,Payment Failed,Negative,Critical,Pending,50.4,2.8
TKT500812,2026-04-05,Phone,Account,Login Issue,Positive,Low,Pending,31.0,4.1
TKT508265,2026-04-05,Chat,Payments,Payment Failed,Neutral,Critical,Pending,53.5,4.8
TKT505366,2026-04-05,Email,Mobile App,Login Issue,Neutral,High,Pending,52.5,3.5
TKT511107,2026-04-05,Chat,Loans,Account Access,Positive,High,Pending,43.7,3.5
TKT505700,2026-04-05,Chat,Payments,Login Issue,Negative,High,Resolved,25.5,3.2
TKT510850,2026-04-05,Chat,Mobile App,Payment Failed,Neutral,Critical,Pending,52.4,4.6
TKT500792,2026-04-05,Email,Account,Loan Query,Neutral,Low,Pending,42.5,4.3
TKT509012,2026-04-05,Chat,Payments,Payment Failed,Negative,Critical,Pending,41.7,3.0
TKT506566,2026-04-05,Chat,Mobile App,Card Issue,Positive,Medium,Resolved,21.3,3.7
TKT511532,2026-04-06,Chat,Account,Login Issue,Negative,Medium,Resolved,18.7,2.5
TKT506261,2026-04-06,Phone,Payments,Login Issue,Negative,High,Pending,34.3,2.5
TKT511583,2026-04-06,Email,Payments,Payment Failed,Negative,Medium,Pending,32.8,2.9
TKT508099,2026-04-06,Chat,Mobile App,App Bug,Neutral,Low,Resolved,19.6,3.4
TKT500488,2026-04-06,Email,Account,Login Issue,Negative,Low,Pending,35.5,2.5
TKT508873,2026-04-06,Chat,Mobile App,Login Issue,Negative,High,Resolved,26.1,2.2
TKT506463,2026-04-06,Social,Payments,Refund Delay,Neutral,Medium,Resolved,29.4,3.7
TKT502783,2026-04-06,Chat,Mobile App,Loan Query,Positive,High,Pending,32.7,3.4
TKT500125,2026-04-06,Email,Account,Loan Query,Positive,Medium,Pending,34.2,3.0
TKT501650,2026-04-06,Social,Mobile App,Payment Failed,Positive,Low,Resolved,25.0,4.1
TKT502038,2026-04-06,Chat,Mobile App,Account Access,Positive,Medium,Resolved,24.1,4.4
TKT501626,2026-04-06,Chat,Cards,Refund Delay,Negative,High,Pending,34.2,2.7
TKT510196,2026-04-06,Phone,Mobile App,Refund Delay,Negative,High,Pending,52.0,3.6
TKT505329,2026-04-06,Chat,Cards,Refund Delay,Neutral,Medium,Resolved,12.9,4.0
TKT508524,2026-04-06,Chat,Cards,Login Issue,Negative,High,Pending,49.4,2.6
TKT507957,2026-04-06,Phone,Payments,Loan Query,Neutral,Low,Pending,33.8,3.9
TKT510282,2026-04-06,Email,Loans,Refund Delay,Negative,High,Pending,40.6,2.8
TKT506016,2026-04-06,Phone,Account,Refund Delay,Positive,High,Pending,33.6,4.4
TKT507457,2026-04-06,Chat,Mobile App,App Bug,Negative,Medium,Resolved,16.9,2.7
TKT511791,2026-04-06,Email,Payments,Payment Failed,Neutral,Low,Pending,50.3,4.6
TKT500376,2026-04-07,Phone,Cards,Login Issue,Negative,High,Resolved,28.9,2.4
TKT506732,2026-04-07,Email,Payments,App Bug,Neutral,Low,Pending,44.8,4.2
TKT507654,2026-04-07,Social,Payments,Payment Failed,Neutral,Low,Pending,32.1,3.3
TKT503365,2026-04-07,Email,Mobile App,Account Access,Negative,Medium,Pending,47.9,1.8
TKT511195,2026-04-07,Social,Payments,Refund Delay,Neutral,Low,Resolved,27.1,3.6
TKT502745,2026-04-07,Phone,Mobile App,Payment Failed,Negative,High,Resolved,26.5,3.0
TKT501846,2026-04-07,Chat,Account,Login Issue,Positive,Low,Resolved,15.4,4.0
TKT501956,2026-04-07,Email,Payments,Payment Failed,Negative,High,Pending,40.0,1.9
TKT501549,2026-04-07,Phone,Loans,Payment Failed,Neutral,Critical,Pending,39.4,4.0
TKT500919,2026-04-07,Chat,Account,Account Access,Positive,Low,Resolved,16.0,4.5
TKT507750,2026-04-07,Email,Payments,Payment Failed,Negative,High,Pending,45.2,2.4
TKT501382,2026-04-07,Chat,Mobile App,Payment Failed,Neutral,Low,Resolved,15.5,3.6
TKT507594,2026-04-07,Social,Mobile App,Loan Query,Neutral,High,Pending,30.6,3.6
TKT504398,2026-04-07,Chat,Account,App Bug,Negative,Medium,Resolved,18.2,2.3
TKT506226,2026-04-07,Phone,Payments,Account Access,Negative,Critical,Pending,37.4,3.3
TKT502357,2026-04-07,Phone,Account,Refund Delay,Negative,Critical,Pending,41.6,3.3
TKT500161,2026-04-07,Chat,Account,Account Access,Negative,Low,Resolved,18.0,2.0
TKT511589,2026-04-07,Email,Mobile App,Card Issue,Negative,Medium,Pending,35.8,3.2
TKT505565,2026-04-07,Chat,Mobile App,Login Issue,Positive,Medium,Resolved,16.7,3.1
TKT500608,2026-04-08,Phone,Account,Refund Delay,Negative,High,Pending,46.9,2.6
TKT507290,2026-04-08,Phone,Payments,Card Issue,Negative,High,Pending,34.8,2.9
TKT500386,2026-04-08,Chat,Account,Refund Delay,Neutral,Low,Resolved,15.6,3.3
TKT503460,2026-04-08,Email,Account,Login Issue,Neutral,Critical,Pending,43.4,3.9
TKT500531,2026-04-08,Social,Payments,Account Access,Positive,Low,Pending,34.2,4.6
TKT511237,2026-04-08,Email,Mobile App,Loan Query,Negative,Medium,Pending,47.5,2.4
TKT508718,2026-04-08,Chat,Cards,Card Issue,Negative,Low,Resolved,16.1,2.8
TKT501630,2026-04-08,Chat,Mobile App,Loan Query,Neutral,Low,Resolved,26.2,3.0
TKT502075,2026-04-08,Phone,Cards,Payment Failed,Negative,Medium,Pending,36.4,1.9
TKT500316,2026-04-08,Email,Mobile App,Card Issue,Positive,Low,Pending,45.6,5.0
TKT501797,2026-04-08,Phone,Payments,App Bug,Positive,High,Pending,34.3,4.4
TKT503176,2026-04-08,Social,Mobile App,Login Issue,Neutral,Medium,Pending,41.8,4.0
TKT507435,2026-04-08,Chat,Mobile App,Loan Query,Neutral,Low,Resolved,24.2,3.8
TKT504117,2026-04-08,Email,Mobile App,Login Issue,Neutral,High,Pending,53.4,4.4
TKT506000,2026-04-08,Social,Loans,Payment Failed,Neutral,Critical,Pending,35.5,3.4
TKT510945,2026-04-08,Chat,Cards,Card Issue,Neutral,Low,Resolved,20.6,3.8
TKT501844,2026-04-08,Email,Account,Refund Delay,Negative,High,Pending,46.4,2.9
TKT509700,2026-04-08,Email,Loans,Payment Failed,Negative,High,Pending,40.6,2.1
TKT508983,2026-04-08,Social,Payments,Loan Query,Negative,Medium,Resolved,25.9,2.3
TKT507583,2026-04-09,Phone,Payments,Payment Failed,Negative,Low,Resolved,28.4,3.4
TKT505245,2026-04-09,Social,Mobile App,Payment Failed,Positive,High,Escalated,63.4,2.1
TKT511976,2026-04-09,Email,Payments,Card Issue,Positive,Low,Pending,41.1,3.6
TKT506806,2026-04-09,Email,Loans,Card Issue,Neutral,Critical,Pending,51.3,3.2
TKT508748,2026-04-09,Phone,Payments,App Bug,Neutral,High,Pending,30.2,4.4
TKT505342,2026-04-09,Phone,Cards,Refund Delay,Negative,High,Resolved,27.8,2.8
TKT502046,2026-04-09,Email,Mobile App,Loan Query,Positive,Medium,Pending,32.4,3.6
TKT507354,2026-04-09,Email,Payments,App Bug,Positive,Medium,Pending,38.6,3.9
TKT506262,2026-04-09,Phone,Loans,Loan Query,Positive,High,Pending,32.1,3.7
TKT504767,2026-04-09,Phone,Loans,Payment Failed,Negative,Medium,Resolved,23.7,1.8
TKT504581,2026-04-09,Chat,Loans,Payment Failed,Positive,Low,Resolved,23.4,2.9
TKT507802,2026-04-09,Email,Payments,Payment Failed,Positive,Medium,Pending,37.9,3.3
TKT502678,2026-04-09,Social,Cards,App Bug,Neutral,Low,Resolved,22.1,3.7
TKT504452,2026-04-09,Chat,Payments,Loan Query,Negative,High,Resolved,25.3,3.6
TKT508124,2026-04-09,Email,Payments,Card Issue,Negative,Low,Pending,40.4,2.8
TKT505382,2026-04-09,Email,Mobile App,Payment Failed,Negative,Medium,Pending,50.0,1.7
TKT509011,2026-04-09,Email,Loans,Login Issue,Neutral,Low,Pending,45.8,4.6
TKT506572,2026-04-09,Phone,Payments,Payment Failed,Negative,High,Pending,48.1,2.2
TKT503082,2026-04-09,Chat,Mobile App,Loan Query,Positive,High,Pending,31.6,3.8
TKT504447,2026-04-10,Email,Cards,Account Access,Positive,Low,Pending,52.2,3.8
TKT505278,2026-04-10,Social,Mobile App,Payment Failed,Positive,High,Resolved,27.9,5.0
TKT500011,2026-04-10,Chat,Payments,Loan Query,Positive,Medium,Resolved,23.1,4.1
TKT507876,2026-04-10,Chat,Cards,Payment Failed,Negative,Medium,Resolved,19.4,2.7
TKT503731,2026-04-10,Email,Mobile App,Payment Failed,Neutral,Low,Pending,39.5,3.7
TKT507670,2026-04-10,Email,Mobile App,Login Issue,Neutral,Medium,Pending,33.1,3.8
TKT507729,2026-04-10,Email,Account,Payment Failed,Positive,Critical,Pending,43.6,4.6
TKT502118,2026-04-10,Email,Payments,Login Issue,Positive,Low,Pending,34.5,3.2
TKT511742,2026-04-10,Social,Account,Loan Query,Positive,Medium,Pending,30.0,4.6
TKT502530,2026-04-10,Email,Mobile App,App Bug,Neutral,Medium,Pending,31.3,4.0
TKT504965,2026-04-10,Email,Loans,Login Issue,Negative,Low,Pending,41.4,2.8
TKT501545,2026-04-10,Social,Account,Card Issue,Negative,Medium,Pending,34.6,2.1
TKT510286,2026-04-10,Chat,Mobile App,Card Issue,Positive,Medium,Resolved,25.8,3.7
TKT511287,2026-04-10,Chat,Payments,Refund Delay,Neutral,Medium,Resolved,24.0,3.4
TKT506066,2026-04-10,Chat,Payments,Login Issue,Neutral,Low,Pending,30.1,3.9
TKT500689,2026-04-10,Phone,Account,Account Access,Negative,Medium,Pending,39.0,1.8
TKT504710,2026-04-10,Phone,Account,Card Issue,Neutral,High,Pending,48.7,3.4
TKT500475,2026-04-10,Phone,Loans,Account Access,Negative,High,Pending,35.0,1.7
TKT504537,2026-04-10,Social,Cards,Payment Failed,Neutral,Medium,Resolved,26.7,3.6
TKT503561,2026-04-11,Email,Mobile App,Card Issue,Negative,Low,Pending,35.6,2.5
TKT502942,2026-04-11,Email,Loans,Payment Failed,Negative,High,Pending,50.4,3.0
TKT507405,2026-04-11,Email,Payments,Login Issue,Neutral,High,Pending,44.5,3.8
TKT503628,2026-04-11,Phone,Payments,Login Issue,Negative,High,Resolved,28.0,2.2
TKT503376,2026-04-11,Social,Loans,Login Issue,Neutral,Low,Pending,31.2,3.6
TKT501718,2026-04-11,Phone,Payments,App Bug,Negative,Medium,Pending,44.7,2.6
TKT510168,2026-04-11,Chat,Payments,Refund Delay,Neutral,Low,Resolved,23.0,3.0
TKT510803,2026-04-11,Email,Loans,Login Issue,Negative,Critical,Pending,47.2,2.7
TKT500888,2026-04-11,Chat,Account,Refund Delay,Negative,Medium,Resolved,29.3,2.4
TKT505398,2026-04-11,Phone,Account,Account Access,Negative,High,Pending,31.0,3.0
TKT509510,2026-04-11,Phone,Payments,Payment Failed,Negative,High,Pending,41.5,2.4
TKT510696,2026-04-11,Chat,Payments,Payment Failed,Negative,Critical,Pending,31.7,1.8
TKT504119,2026-04-11,Social,Account,Refund Delay,Positive,Low,Resolved,24.9,3.8
TKT503471,2026-04-11,Chat,Mobile App,Loan Query,Neutral,Medium,Resolved,23.9,4.2
TKT500195,2026-04-11,Chat,Account,Payment Failed,Negative,Medium,Pending,30.1,3.0
TKT505434,2026-04-11,Phone,Mobile App,Account Access,Positive,Medium,Resolved,25.1,3.9
TKT506384,2026-04-11,Chat,Mobile App,Login Issue,Neutral,Low,Pending,37.2,2.0
TKT501761,2026-04-11,Chat,Cards,App Bug,Negative,High,Pending,34.5,1.6
TKT508950,2026-04-11,Email,Mobile App,Account Access,Negative,High,Pending,39.9,2.8
TKT501221,2026-04-11,Chat,Loans,Payment Failed,Negative,Critical,Pending,42.9,2.1
TKT511244,2026-04-11,Social,Loans,Payment Failed,Neutral,Medium,Resolved,23.2,3.4
TKT501604,2026-04-12,Social,Loans,App Bug,Negative,High,Pending,31.6,3.0
TKT505097,2026-04-12,Chat,Payments,Card Issue,Negative,High,Resolved,23.6,3.1
TKT501080,2026-04-12,Phone,Mobile App,Payment Failed,Positive,Medium,Resolved,23.7,3.3
TKT505132,2026-04-12,Chat,Payments,Payment Failed,Positive,Low,Resolved,27.3,3.9
TKT511802,2026-04-12,Social,Payments,Payment Failed,Negative,High,Pending,40.7,2.4
TKT500358,2026-04-12,Social,Loans,Card Issue,Neutral,Medium,Pending,40.2,3.1
TKT511546,2026-04-12,Email,Cards,App Bug,Neutral,Medium,Pending,36.2,3.8
TKT510071,2026-04-12,Chat,Payments,Card Issue,Positive,Medium,Pending,43.8,4.7
TKT504158,2026-04-12,Phone,Cards,Card Issue,Positive,Low,Resolved,24.1,3.5
TKT505034,2026-04-12,Email,Payments,Refund Delay,Negative,Medium,Escalated,58.6,1.2
TKT504834,2026-04-12,Social,Account,App Bug,Negative,Critical,Pending,39.8,3.0
TKT507142,2026-04-12,Social,Cards,Account Access,Neutral,Low,Resolved,25.6,4.6
TKT505171,2026-04-12,Phone,Mobile App,Account Access,Neutral,Low,Resolved,29.0,3.4
TKT508683,2026-04-12,Email,Account,Refund Delay,Negative,Medium,Pending,34.9,2.7
TKT509924,2026-04-12,Chat,Cards,App Bug,Negative,High,Pending,36.9,2.4
TKT506333,2026-04-12,Social,Account,App Bug,Negative,High,Pending,40.3,2.1
TKT504391,2026-04-12,Chat,Mobile App,App Bug,Neutral,Low,Resolved,13.6,3.6
TKT509056,2026-04-12,Phone,Cards,Login Issue,Positive,Medium,Pending,33.5,3.7
TKT510646,2026-04-12,Email,Mobile App,Card Issue,Neutral,Medium,Pending,34.8,4.0
TKT511028,2026-04-12,Chat,Account,Refund Delay,Negative,Medium,Resolved,27.9,2.2
TKT502741,2026-04-12,Email,Payments,Login Issue,Negative,High,Pending,39.7,2.4
TKT507565,2026-04-12,Chat,Mobile App,Payment Failed,Neutral,High,Pending,31.7,3.9
TKT511505,2026-04-12,Email,Payments,Payment Failed,Negative,High,Escalated,57.4,2.1
TKT508295,2026-04-12,Chat,Mobile App,Login Issue,Negative,High,Pending,37.5,2.0
TKT500705,2026-04-13,Social,Payments,Payment Failed,Negative,High,Pending,31.7,3.0
TKT504506,2026-04-13,Phone,Mobile App,Refund Delay,Negative,Medium,Pending,30.1,3.6
TKT506130,2026-04-13,Phone,Cards,Card Issue,Negative,High,Pending,53.7,2.9
TKT508497,2026-04-13,Chat,Cards,Login Issue,Negative,Medium,Resolved,23.6,1.7
TKT510664,2026-04-13,Chat,Mobile App,Refund Delay,Negative,High,Resolved,24.6,2.2
TKT508418,2026-04-13,Phone,Account,Payment Failed,Positive,Critical,Pending,38.0,5.0
TKT501152,2026-04-13,Chat,Mobile App,Card Issue,Positive,High,Resolved,27.0,3.7
TKT505258,2026-04-13,Chat,Account,Payment Failed,Neutral,Critical,Pending,40.2,4.5
TKT505748,2026-04-13,Chat,Account,Refund Delay,Positive,High,Resolved,29.5,4.0
TKT505523,2026-04-13,Phone,Account,App Bug,Positive,Medium,Resolved,23.5,3.7
TKT503124,2026-04-13,Chat,Cards,Refund Delay,Neutral,High,Resolved,25.3,4.1
TKT503420,2026-04-13,Email,Cards,Refund Delay,Negative,High,Escalated,56.2,1.8
TKT503221,2026-04-13,Chat,Payments,App Bug,Positive,Medium,Pending,38.0,4.3
TKT510799,2026-04-13,Social,Cards,Card Issue,Negative,High,Pending,32.4,2.9
TKT502370,2026-04-13,Phone,Loans,Loan Query,Positive,Low,Resolved,21.5,4.3
TKT502061,2026-04-13,Chat,Loans,Refund Delay,Neutral,Low,Resolved,14.5,3.2
TKT502617,2026-04-13,Email,Cards,Payment Failed,Neutral,Critical,Pending,53.2,4.3
TKT510783,2026-04-13,Email,Cards,Card Issue,Negative,Low,Pending,41.2,2.6
TKT506470,2026-04-13,Chat,Account,Payment Failed,Negative,High,Resolved,29.7,1.8
TKT504191,2026-04-13,Email,Payments,Payment Failed,Positive,High,Pending,52.6,4.0
TKT510489,2026-04-13,Email,Cards,Refund Delay,Negative,High,Pending,39.8,1.7
TKT510811,2026-04-13,Chat,Mobile App,App Bug,Neutral,Medium,Resolved,22.6,3.6
TKT511526,2026-04-13,Chat,Account,Loan Query,Neutral,Low,Resolved,26.3,4.0
TKT506773,2026-04-13,Social,Mobile App,Account Access,Neutral,Medium,Pending,30.9,3.3
TKT504638,2026-04-13,Email,Account,Login Issue,Negative,High,Pending,41.7,2.3
TKT504243,2026-04-13,Chat,Account,Refund Delay,Negative,Critical,Pending,41.3,2.1
TKT503633,2026-04-13,Social,Mobile App,App Bug,Negative,Low,Resolved,22.5,1.8
TKT500141,2026-04-13,Social,Mobile App,Account Access,Negative,High,Pending,40.1,2.2
TKT504129,2026-04-13,Chat,Payments,Account Access,Negative,High,Resolved,27.2,2.8
TKT501828,2026-04-13,Chat,Account,Account Access,Positive,High,Resolved,23.9,4.8
TKT501465,2026-04-13,Social,Account,Account Access,Neutral,Medium,Pending,38.4,3.1
TKT508626,2026-04-13,Chat,Mobile App,App Bug,Neutral,Medium,Resolved,24.7,4.6
TKT509886,2026-04-14,Chat,Payments,Loan Query,Negative,Medium,Escalated,59.0,2.1
TKT509794,2026-04-14,Chat,Loans,Loan Query,Positive,Low,Resolved,17.7,4.0
TKT508446,2026-04-14,Email,Cards,Payment Failed,Positive,Critical,Pending,50.6,3.5
TKT501729,2026-04-14,Email,Mobile App,Loan Query,Neutral,Medium,Pending,42.5,3.4
TKT508250,2026-04-14,Social,Cards,Login Issue,Negative,Medium,Resolved,24.7,2.9
TKT501276,2026-04-14,Social,Cards,App Bug,Neutral,Low,Pending,36.4,3.2
TKT504669,2026-04-14,Email,Cards,Refund Delay,Negative,Medium,Pending,32.5,2.5
TKT510156,2026-04-14,Social,Payments,Payment Failed,Negative,Critical,Pending,50.8,2.5
TKT502660,2026-04-14,Email,Payments,Refund Delay,Negative,Medium,Pending,30.2,2.5
TKT500653,2026-04-14,Chat,Account,Card Issue,Negative,Low,Resolved,26.4,3.4
TKT510280,2026-04-14,Email,Account,Loan Query,Neutral,Medium,Pending,36.4,3.4
TKT509536,2026-04-14,Phone,Account,Card Issue,Positive,Low,Pending,32.1,4.1
TKT501935,2026-04-14,Social,Loans,Payment Failed,Negative,High,Pending,38.6,1.8
TKT511434,2026-04-14,Phone,Payments,Login Issue,Negative,Low,Resolved,28.2,2.5
TKT507681,2026-04-14,Email,Cards,Login Issue,Neutral,Medium,Pending,42.4,3.6
TKT508200,2026-04-14,Social,Cards,App Bug,Neutral,Medium,Resolved,21.8,3.5
TKT510340,2026-04-14,Chat,Mobile App,Payment Failed,Neutral,Medium,Resolved,21.4,4.5
TKT509603,2026-04-14,Email,Account,Login Issue,Negative,High,Pending,42.7,2.2
TKT503409,2026-04-15,Email,Mobile App,Refund Delay,Positive,Medium,Pending,48.2,2.6
TKT502820,2026-04-15,Phone,Loans,Loan Query,Positive,Medium,Pending,34.9,3.0
TKT504450,2026-04-15,Chat,Mobile App,Login Issue,Positive,Critical,Pending,48.4,4.1
TKT509669,2026-04-15,Email,Account,App Bug,Neutral,High,Escalated,72.4,3.4
TKT504073,2026-04-15,Chat,Mobile App,Loan Query,Positive,Medium,Resolved,24.6,3.3
TKT510795,2026-04-15,Social,Loans,Card Issue,Neutral,Medium,Pending,33.7,3.8
TKT507103,2026-04-15,Email,Payments,Login Issue,Neutral,Low,Pending,33.3,3.0
TKT506045,2026-04-15,Chat,Mobile App,App Bug,Positive,Low,Resolved,21.9,3.8
TKT509906,2026-04-15,Phone,Account,App Bug,Neutral,High,Pending,47.8,4.1
TKT508602,2026-04-15,Email,Loans,Card Issue,Negative,Low,Pending,38.9,2.3
TKT511744,2026-04-15,Chat,Mobile App,Login Issue,Neutral,Low,Resolved,21.8,3.6
TKT509359,2026-04-15,Email,Mobile App,Payment Failed,Negative,High,Pending,47.3,1.6
TKT500420,2026-04-15,Phone,Mobile App,Account Access,Neutral,Medium,Pending,37.2,3.8
TKT500934,2026-04-15,Phone,Mobile App,Payment Failed,Negative,High,Pending,37.7,2.8
TKT502289,2026-04-15,Social,Mobile App,Refund Delay,Negative,Medium,Resolved,25.5,2.3
TKT508322,2026-04-15,Phone,Mobile App,Card Issue,Negative,High,Pending,43.7,3.2
TKT510644,2026-04-15,Social,Loans,Account Access,Negative,High,Resolved,28.5,1.8
TKT508127,2026-04-15,Chat,Cards,Payment Failed,Negative,Low,Pending,41.8,3.3
TKT505650,2026-04-15,Phone,Payments,Login Issue,Negative,Low,Resolved,24.6,2.6
TKT508733,2026-04-15,Phone,Mobile App,Refund Delay,Neutral,Low,Resolved,26.2,4.4
TKT508430,2026-04-16,Chat,Mobile App,Refund Delay,Negative,Medium,Pending,35.8,2.5
TKT507958,2026-04-16,Email,Payments,Card Issue,Negative,Critical,Pending,52.2,2.8
TKT507962,2026-04-16,Phone,Payments,App Bug,Neutral,Medium,Pending,32.0,3.8
TKT505448,2026-04-16,Email,Loans,Card Issue,Negative,Low,Pending,32.0,3.1
TKT500186,2026-04-16,Social,Payments,App Bug,Negative,Low,Pending,37.1,2.5
